Timestamp,Description,Status,Basic_Event,System_Failure
2025-01-02 22:11:39.231448,Encapsulant fault detected,Active,BE16,
2025-01-03 01:03:00.211488,Grounding system fault detected,Active,BE6,
2025-01-03 01:47:09.233772,PV interconnect fault detected,Cleared,BE5,
2025-01-03 01:58:31.837486,PV solder bond failure detected,Active,BE11,
2025-01-03 02:11:07.924051,PV solder bond failure detected,Cleared,BE11,
2025-01-03 04:10:40.160103,PV interconnect fault detected,Active,BE5,
2025-01-03 04:24:35.347946,PV solder bond failure detected,Cleared,BE11,
2025-01-03 07:10:46.537435,PV interconnect fault detected,Active,BE5,
2025-01-03 07:24:24.751720,PV shading detected,Active,BE9,
2025-01-03 08:02:17.219031,Rack structure fault detected,Cleared,BE15,
2025-01-03 09:12:46.252965,Encapsulant fault detected,Active,BE16,
2025-01-03 13:20:54.740038,Rack structure fault detected,Cleared,BE15,
2025-01-03 14:14:06.877749,Rack structure fault detected,Active,BE15,
2025-01-03 14:23:26.217517,Grounding system fault detected,Active,BE6,
2025-01-03 14:33:33.345989,Grounding system fault detected,Cleared,BE6,
2025-01-03 14:57:46.107595,Rack structure fault detected,Active,BE15,
2025-01-03 15:24:24.751720,PV shading detected,Cleared,BE9,
2025-01-03 15:39:22.449857,Rack structure fault detected,Active,BE15,
2025-01-03 15:42:07.756608,PV interconnect fault detected,Cleared,BE5,
2025-01-03 17:05:17.437300,Encapsulant fault detected,Active,BE16,
2025-01-03 17:47:51.273064,Encapsulant fault detected,Cleared,BE16,
2025-01-03 19:06:04.053858,Encapsulant fault detected,Active,BE16,
2025-01-03 21:12:59.474849,PV cell breakage detected,Cleared,BE10,
2025-01-03 21:54:03.017814,PV interconnect fault detected,Active,BE5,
2025-01-03 22:21:12.525700,Rack structure fault detected,Active,BE15,
2025-01-03 23:35:31.101379,Rack structure fault detected,Cleared,BE15,
2025-01-04 00:41:42.453061,PV cell breakage detected,Cleared,BE10,
2025-01-04 01:03:00.211488,Grounding system fault detected,Cleared,BE6,
2025-01-04 01:06:07.433093,PV interconnect fault detected,Active,BE5,
2025-01-04 02:38:48.102123,PV solder bond failure detected,Cleared,BE11,
2025-01-04 02:42:58.377096,PV solder bond failure detected,Cleared,BE11,
2025-01-04 04:10:40.160103,PV interconnect fault detected,Cleared,BE5,
2025-01-04 04:20:10.333866,Rack structure fault detected,Active,BE15,
2025-01-04 04:36:39.833087,PV cell breakage detected,Active,BE10,
2025-01-04 05:45:17.854749,PV interconnect fault detected,Active,BE5,
2025-01-04 06:29:55.299604,PV cell breakage detected,Cleared,BE10,
2025-01-04 07:10:46.537435,PV interconnect fault detected,Cleared,BE5,
2025-01-04 08:47:47.901716,PV cell breakage detected,Cleared,BE10,
2025-01-04 09:01:07.130529,PV solder bond failure detected,Active,BE11,
2025-01-04 09:32:19.285483,Rack structure fault detected,Active,BE15,
2025-01-04 10:32:39.655628,Grounding system fault detected,Active,BE6,
2025-01-04 11:10:57.497918,PV solder bond failure detected,Cleared,BE11,
2025-01-04 11:31:56.548038,PV solder bond failure detected,Active,BE11,
2025-01-04 12:30:24.810982,PV shading detected,Active,BE9,
2025-01-04 12:54:27.300108,PV cell breakage detected,Active,BE10,
2025-01-04 14:19:35.069433,PV solder bond failure detected,Active,BE11,
2025-01-04 14:23:26.217517,Grounding system fault detected,Cleared,BE6,
2025-01-04 14:52:45.829487,PV solder bond failure detected,Active,BE11,
2025-01-04 15:33:33.207130,Rack structure fault detected,Cleared,BE15,
2025-01-04 16:52:46.481660,PV cell breakage detected,Active,BE10,
2025-01-04 17:58:16.673582,PV cell breakage detected,Cleared,BE10,
2025-01-04 18:48:09.709663,Rack structure fault detected,Active,BE15,
2025-01-04 18:48:44.401740,PV solder bond failure detected,Active,BE11,
2025-01-04 19:25:14.843849,PV solder bond failure detected,Cleared,BE11,
2025-01-04 19:56:30.082090,Rack structure fault detected,Cleared,BE15,
2025-01-04 20:05:35.725822,PV shading detected,Active,BE9,
2025-01-04 20:30:24.810982,PV shading detected,Cleared,BE9,
2025-01-04 20:50:48.429243,PV solder bond failure detected,Active,BE11,
2025-01-04 21:49:09.891642,Cable aging fault detected,Active,BE18,
2025-01-04 21:54:03.017814,PV interconnect fault detected,Cleared,BE5,
2025-01-04 21:58:36.048437,PV interconnect fault detected,Active,BE5,
2025-01-04 22:11:39.231448,Encapsulant fault detected,Cleared,BE16,
2025-01-04 23:40:32.531984,PV solder bond failure detected,Active,BE11,
2025-01-05 00:06:28.073152,Rack structure fault detected,Active,BE15,
2025-01-05 01:06:07.433093,PV interconnect fault detected,Cleared,BE5,
2025-01-05 01:49:09.891642,Cable aging fault detected,Cleared,BE18,
2025-01-05 01:58:31.837486,PV solder bond failure detected,Cleared,BE11,
2025-01-05 02:14:21.371584,PV cell breakage detected,Active,BE10,
2025-01-05 03:02:11.899198,Rack structure fault detected,Active,BE15,
2025-01-05 03:24:56.064313,PV cell breakage detected,Active,BE10,
2025-01-05 04:05:35.725822,PV shading detected,Cleared,BE9,
2025-01-05 05:45:17.854749,PV interconnect fault detected,Cleared,BE5,
2025-01-05 06:41:04.902861,PV shading detected,Active,BE9,
2025-01-05 07:42:50.393787,Encapsulant fault detected,Active,BE16,
2025-01-05 08:06:58.082275,Rack structure fault detected,Active,BE15,
2025-01-05 09:12:46.252965,Encapsulant fault detected,Cleared,BE16,
2025-01-05 10:22:24.721386,PV interconnect fault detected,Active,BE5,
2025-01-05 10:32:39.655628,Grounding system fault detected,Cleared,BE6,
2025-01-05 11:46:31.272015,PV solder bond failure detected,Active,BE11,
2025-01-05 14:14:06.877749,Rack structure fault detected,Cleared,BE15,
2025-01-05 14:41:04.902861,PV shading detected,Cleared,BE9,
2025-01-05 14:57:46.107595,Rack structure fault detected,Cleared,BE15,
2025-01-05 15:39:22.449857,Rack structure fault detected,Cleared,BE15,
2025-01-05 17:05:17.437300,Encapsulant fault detected,Cleared,BE16,
2025-01-05 19:06:04.053858,Encapsulant fault detected,Cleared,BE16,
2025-01-05 21:58:36.048437,PV interconnect fault detected,Cleared,BE5,
2025-01-05 22:21:12.525700,Rack structure fault detected,Cleared,BE15,
2025-01-05 23:06:11.134881,PV cell breakage detected,Active,BE10,
2025-01-05 23:07:55.114720,PV shading detected,Active,BE9,
2025-01-06 01:18:56.872793,PV shading detected,Active,BE9,
2025-01-06 04:20:10.333866,Rack structure fault detected,Cleared,BE15,
2025-01-06 04:36:39.833087,PV cell breakage detected,Cleared,BE10,
2025-01-06 04:46:01.505231,Grounding system fault detected,Active,BE6,
2025-01-06 05:04:21.682988,PV hot spot detected,Active,BE12,
2025-01-06 05:22:30.534486,PV cell breakage detected,Active,BE10,
2025-01-06 06:12:26.752453,PV solder bond failure detected,Active,BE11,
2025-01-06 07:07:55.114720,PV shading detected,Cleared,BE9,
2025-01-06 07:35:21.072314,PV solder bond failure detected,Active,BE11,
2025-01-06 08:44:13.490640,PV interconnect fault detected,Active,BE5,
2025-01-06 09:01:07.130529,PV solder bond failure detected,Cleared,BE11,
2025-01-06 09:15:03.386129,PV shading detected,Active,BE9,
2025-01-06 09:18:56.872793,PV shading detected,Cleared,BE9,
2025-01-06 09:32:19.285483,Rack structure fault detected,Cleared,BE15,
2025-01-06 10:22:24.721386,PV interconnect fault detected,Cleared,BE5,
2025-01-06 10:31:53.277480,Encapsulant fault detected,Active,BE16,
2025-01-06 10:43:23.473322,PV solder bond failure detected,Active,BE11,
2025-01-06 10:43:34.745095,PV cell breakage detected,Active,BE10,
2025-01-06 11:31:56.548038,PV solder bond failure detected,Cleared,BE11,
2025-01-06 12:54:27.300108,PV cell breakage detected,Cleared,BE10,
2025-01-06 13:45:38.422267,Encapsulant fault detected,Active,BE16,
2025-01-06 14:19:35.069433,PV solder bond failure detected,Cleared,BE11,
2025-01-06 14:52:45.829487,PV solder bond failure detected,Cleared,BE11,
2025-01-06 15:01:49.742225,PV shading detected,Active,BE9,
2025-01-06 16:49:44.101313,PV shading detected,Active,BE9,
2025-01-06 16:52:46.481660,PV cell breakage detected,Cleared,BE10,
2025-01-06 17:15:03.386129,PV shading detected,Cleared,BE9,
2025-01-06 18:37:57.757991,PV cell breakage detected,Active,BE10,
2025-01-06 18:48:09.709663,Rack structure fault detected,Cleared,BE15,
2025-01-06 18:48:44.401740,PV solder bond failure detected,Cleared,BE11,
2025-01-06 20:50:48.429243,PV solder bond failure detected,Cleared,BE11,
2025-01-06 20:54:04.148908,PV soiling detected,Active,BE8,
2025-01-06 21:24:22.566732,PV interconnect fault detected,Active,BE5,
2025-01-06 22:02:05.761959,PV shading detected,Active,BE9,
2025-01-06 22:50:14.244978,PV shading detected,Active,BE9,
2025-01-06 23:01:49.742225,PV shading detected,Cleared,BE9,
2025-01-06 23:08:04.053704,PV shading detected,Active,BE9,
2025-01-06 23:40:32.531984,PV solder bond failure detected,Cleared,BE11,
2025-01-07 00:06:28.073152,Rack structure fault detected,Cleared,BE15,
2025-01-07 00:25:38.975168,PV glass breakage detected,Active,BE7,
2025-01-07 00:47:04.791391,PV shading detected,Active,BE9,
2025-01-07 00:49:44.101313,PV shading detected,Cleared,BE9,
2025-01-07 02:14:21.371584,PV cell breakage detected,Cleared,BE10,
2025-01-07 02:21:24.145936,Encapsulant fault detected,Active,BE16,
2025-01-07 03:02:11.899198,Rack structure fault detected,Cleared,BE15,
2025-01-07 03:24:56.064313,PV cell breakage detected,Cleared,BE10,
2025-01-07 03:25:27.183923,PV cell breakage detected,Active,BE10,
2025-01-07 04:05:31.983511,PV cell breakage detected,Active,BE10,
2025-01-07 04:28:34.622962,PV solder bond failure detected,Active,BE11,
2025-01-07 04:46:01.505231,Grounding system fault detected,Cleared,BE6,
2025-01-07 04:54:04.148908,PV soiling detected,Cleared,BE8,
2025-01-07 04:54:19.237247,PV solder bond failure detected,Active,BE11,
2025-01-07 05:04:21.682988,PV hot spot detected,Cleared,BE12,
2025-01-07 05:33:25.363217,PV solder bond failure detected,Active,BE11,
2025-01-07 06:02:05.761959,PV shading detected,Cleared,BE9,
2025-01-07 06:45:07.000686,PV solder bond failure detected,Active,BE11,
2025-01-07 06:50:14.244978,PV shading detected,Cleared,BE9,
2025-01-07 07:08:04.053704,PV shading detected,Cleared,BE9,
2025-01-07 07:20:09.132927,PV interconnect fault detected,Active,BE5,
2025-01-07 07:42:50.393787,Encapsulant fault detected,Cleared,BE16,
2025-01-07 08:06:58.082275,Rack structure fault detected,Cleared,BE15,
2025-01-07 08:29:54.539797,PV interconnect fault detected,Active,BE5,
2025-01-07 08:44:13.490640,PV interconnect fault detected,Cleared,BE5,
2025-01-07 08:47:04.791391,PV shading detected,Cleared,BE9,
2025-01-07 09:54:42.532868,Cable aging fault detected,Active,BE18,
2025-01-07 10:39:56.239254,Rack structure fault detected,Active,BE15,
2025-01-07 11:46:31.272015,PV solder bond failure detected,Cleared,BE11,
2025-01-07 12:50:02.211977,PV solder bond failure detected,Active,BE11,
2025-01-07 13:54:42.532868,Cable aging fault detected,Cleared,BE18,
2025-01-07 13:55:01.616700,PV interconnect fault detected,Active,BE5,
2025-01-07 13:55:50.220778,PV solder bond failure detected,Active,BE11,
2025-01-07 14:04:46.903025,Encapsulant fault detected,Active,BE16,
2025-01-07 14:23:06.048321,PV cell breakage detected,Active,BE10,
2025-01-07 16:52:08.957354,PV cell breakage detected,Active,BE10,
2025-01-07 17:33:34.814481,PV interconnect fault detected,Active,BE5,
2025-01-07 17:55:45.457646,Rack structure fault detected,Active,BE15,
2025-01-07 20:51:56.950807,PV interconnect fault detected,Active,BE5,
2025-01-07 21:24:22.566732,PV interconnect fault detected,Cleared,BE5,
2025-01-07 23:06:11.134881,PV cell breakage detected,Cleared,BE10,
2025-01-08 00:25:38.975168,PV glass breakage detected,Cleared,BE7,
2025-01-08 01:59:55.817148,Rack structure fault detected,Active,BE15,
2025-01-08 04:05:39.291888,PV cell breakage detected,Active,BE10,
2025-01-08 05:22:30.534486,PV cell breakage detected,Cleared,BE10,
2025-01-08 06:12:26.752453,PV solder bond failure detected,Cleared,BE11,
2025-01-08 07:17:29.435024,Encapsulant fault detected,Active,BE16,
2025-01-08 07:20:09.132927,PV interconnect fault detected,Cleared,BE5,
2025-01-08 07:35:21.072314,PV solder bond failure detected,Cleared,BE11,
2025-01-08 08:29:54.539797,PV interconnect fault detected,Cleared,BE5,
2025-01-08 10:31:53.277480,Encapsulant fault detected,Cleared,BE16,
2025-01-08 10:43:23.473322,PV solder bond failure detected,Cleared,BE11,
2025-01-08 10:43:34.745095,PV cell breakage detected,Cleared,BE10,
2025-01-08 12:04:27.528838,PV glass breakage detected,Active,BE7,
2025-01-08 13:05:38.740879,PV solder bond failure detected,Active,BE11,
2025-01-08 13:45:38.422267,Encapsulant fault detected,Cleared,BE16,
2025-01-08 13:47:10.780318,Rack structure fault detected,Active,BE15,
2025-01-08 13:55:01.616700,PV interconnect fault detected,Cleared,BE5,
2025-01-08 14:17:02.882571,PV shading detected,Active,BE9,
2025-01-08 17:04:28.076900,PV solder bond failure detected,Active,BE11,
2025-01-08 17:33:34.814481,PV interconnect fault detected,Cleared,BE5,
2025-01-08 18:37:57.757991,PV cell breakage detected,Cleared,BE10,
2025-01-08 19:36:02.884447,PV cell breakage detected,Active,BE10,
2025-01-08 20:51:56.950807,PV interconnect fault detected,Cleared,BE5,
2025-01-08 21:45:22.655168,PV solder bond failure detected,Active,BE11,
2025-01-08 22:17:02.882571,PV shading detected,Cleared,BE9,
2025-01-08 23:20:46.359385,PV shading detected,Active,BE9,
2025-01-08 23:39:39.766389,PV solder bond failure detected,Active,BE11,
2025-01-09 02:21:24.145936,Encapsulant fault detected,Cleared,BE16,
2025-01-09 03:25:27.183923,PV cell breakage detected,Cleared,BE10,
2025-01-09 03:56:33.957148,PV solder bond failure detected,Active,BE11,
2025-01-09 04:05:31.983511,PV cell breakage detected,Cleared,BE10,
2025-01-09 04:28:34.622962,PV solder bond failure detected,Cleared,BE11,
2025-01-09 04:54:19.237247,PV solder bond failure detected,Cleared,BE11,
2025-01-09 05:33:25.363217,PV solder bond failure detected,Cleared,BE11,
2025-01-09 06:45:07.000686,PV solder bond failure detected,Cleared,BE11,
2025-01-09 07:20:46.359385,PV shading detected,Cleared,BE9,
2025-01-09 10:12:52.249520,PV cell breakage detected,Active,BE10,
2025-01-09 10:39:56.239254,Rack structure fault detected,Cleared,BE15,
2025-01-09 11:14:08.388951,PV solder bond failure detected,Active,BE11,
2025-01-09 12:04:27.528838,PV glass breakage detected,Cleared,BE7,
2025-01-09 12:50:02.211977,PV solder bond failure detected,Cleared,BE11,
2025-01-09 13:55:50.220778,PV solder bond failure detected,Cleared,BE11,
2025-01-09 14:04:46.903025,Encapsulant fault detected,Cleared,BE16,
2025-01-09 14:23:06.048321,PV cell breakage detected,Cleared,BE10,
2025-01-09 14:32:29.207766,MCB 1 fault detected,Active,BE3,
2025-01-09 15:33:52.244686,PV interconnect fault detected,Active,BE5,
2025-01-09 16:52:08.957354,PV cell breakage detected,Cleared,BE10,
2025-01-09 17:15:53.940590,Grounding system fault detected,Active,BE6,
2025-01-09 17:25:33.606032,PV cell breakage detected,Active,BE10,
2025-01-09 17:55:45.457646,Rack structure fault detected,Cleared,BE15,
2025-01-09 19:27:10.979823,PV hot spot detected,Active,BE12,
2025-01-09 20:35:24.586023,PV solder bond failure detected,Active,BE11,
2025-01-09 21:28:02.776475,PV interconnect fault detected,Active,BE5,
2025-01-10 00:00:42.695253,PV cell breakage detected,Active,BE10,
2025-01-10 00:32:29.207766,MCB 1 fault detected,Cleared,BE3,
2025-01-10 01:23:40.466427,PV cell breakage detected,Active,BE10,
2025-01-10 01:59:55.817148,Rack structure fault detected,Cleared,BE15,
2025-01-10 04:05:39.291888,PV cell breakage detected,Cleared,BE10,
2025-01-10 06:01:04.031184,PV solder bond failure detected,Active,BE11,
2025-01-10 07:17:29.435024,Encapsulant fault detected,Cleared,BE16,
2025-01-10 10:33:31.849889,Encapsulant fault detected,Active,BE16,
2025-01-10 11:49:04.805207,PV solder bond failure detected,Active,BE11,
2025-01-10 13:05:38.740879,PV solder bond failure detected,Cleared,BE11,
2025-01-10 13:42:42.725235,PV shading detected,Active,BE9,
2025-01-10 13:47:10.780318,Rack structure fault detected,Cleared,BE15,
2025-01-10 14:47:11.230799,PV cell breakage detected,Active,BE10,
2025-01-10 15:33:52.244686,PV interconnect fault detected,Cleared,BE5,
2025-01-10 17:04:28.076900,PV solder bond failure detected,Cleared,BE11,
2025-01-10 17:15:53.940590,Grounding system fault detected,Cleared,BE6,
2025-01-10 17:37:34.690609,PV cell breakage detected,Active,BE10,
2025-01-10 19:27:10.979823,PV hot spot detected,Cleared,BE12,
2025-01-10 19:36:02.884447,PV cell breakage detected,Cleared,BE10,
2025-01-10 20:08:58.166685,PV shading detected,Active,BE9,
2025-01-10 21:28:02.776475,PV interconnect fault detected,Cleared,BE5,
2025-01-10 21:42:42.725235,PV shading detected,Cleared,BE9,
2025-01-10 21:45:22.655168,PV solder bond failure detected,Cleared,BE11,
2025-01-10 21:57:22.670027,Rack structure fault detected,Active,BE15,
2025-01-10 23:06:20.667064,Grounding system fault detected,Active,BE6,
2025-01-10 23:39:39.766389,PV solder bond failure detected,Cleared,BE11,
2025-01-10 23:46:48.530145,PV interconnect fault detected,Active,BE5,
2025-01-10 23:47:01.642853,PV cell breakage detected,Active,BE10,
2025-01-11 00:23:45.862390,PV shading detected,Active,BE9,
2025-01-11 01:44:59.263168,Rack structure fault detected,Active,BE15,
2025-01-11 01:46:06.999117,Encapsulant fault detected,Active,BE16,
2025-01-11 02:47:00.286691,PV cell breakage detected,Active,BE10,
2025-01-11 03:36:09.165809,PV solder bond failure detected,Active,BE11,
2025-01-11 03:56:33.957148,PV solder bond failure detected,Cleared,BE11,
2025-01-11 04:04:19.030204,PV cell breakage detected,Active,BE10,
2025-01-11 04:08:58.166685,PV shading detected,Cleared,BE9,
2025-01-11 08:23:45.862390,PV shading detected,Cleared,BE9,
2025-01-11 08:24:47.511358,PV shading detected,Active,BE9,
2025-01-11 10:08:39.097614,Grounding system fault detected,Active,BE6,
2025-01-11 10:12:52.249520,PV cell breakage detected,Cleared,BE10,
2025-01-11 11:14:08.388951,PV solder bond failure detected,Cleared,BE11,
2025-01-11 11:34:08.291241,PV interconnect fault detected,Active,BE5,
2025-01-11 11:57:08.744752,MCB 1 fault detected,Active,BE3,
2025-01-11 12:58:41.875626,PV cell breakage detected,Active,BE10,
2025-01-11 13:05:26.555723,Cable insulation fault detected,Active,BE17,
2025-01-11 13:28:45.548585,PV cell breakage detected,Active,BE10,
2025-01-11 14:59:31.702338,PV shading detected,Active,BE9,
2025-01-11 15:02:17.968995,PV solder bond failure detected,Active,BE11,
2025-01-11 15:24:00.760390,Encapsulant fault detected,Active,BE16,
2025-01-11 16:15:40.204635,PV shading detected,Active,BE9,
2025-01-11 16:18:21.809754,Encapsulant fault detected,Active,BE16,
2025-01-11 16:24:47.511358,PV shading detected,Cleared,BE9,
2025-01-11 17:05:26.555723,Cable insulation fault detected,Cleared,BE17,
2025-01-11 17:25:33.606032,PV cell breakage detected,Cleared,BE10,
2025-01-11 17:26:05.876823,Rack structure fault detected,Active,BE15,
2025-01-11 17:26:45.383861,Encapsulant fault detected,Active,BE16,
2025-01-11 20:35:24.586023,PV solder bond failure detected,Cleared,BE11,
2025-01-11 21:05:07.540790,Encapsulant fault detected,Active,BE16,
2025-01-11 21:18:31.964409,Grounding system fault detected,Active,BE6,
2025-01-11 21:39:52.360436,Encapsulant fault detected,Active,BE16,
2025-01-11 21:57:08.744752,MCB 1 fault detected,Cleared,BE3,
2025-01-11 22:59:31.702338,PV shading detected,Cleared,BE9,
2025-01-11 23:06:20.667064,Grounding system fault detected,Cleared,BE6,
2025-01-11 23:46:48.530145,PV interconnect fault detected,Cleared,BE5,
2025-01-12 00:00:42.695253,PV cell breakage detected,Cleared,BE10,
2025-01-12 00:15:40.204635,PV shading detected,Cleared,BE9,
2025-01-12 00:33:12.243973,PV solder bond failure detected,Active,BE11,
2025-01-12 00:47:58.536503,MCB 1 fault detected,Active,BE3,
2025-01-12 00:56:17.319655,PV solder bond failure detected,Active,BE11,
2025-01-12 00:59:04.409150,PV solder bond failure detected,Active,BE11,
2025-01-12 01:23:40.466427,PV cell breakage detected,Cleared,BE10,
2025-01-12 01:51:50.335496,PV cell breakage detected,Active,BE10,
2025-01-12 02:35:26.318090,PV solder bond failure detected,Active,BE11,
2025-01-12 03:53:49.035724,PV shading detected,Active,BE9,
2025-01-12 05:17:27.840045,PV cell breakage detected,Active,BE10,
2025-01-12 05:17:32.189170,PV cell breakage detected,Active,BE10,
2025-01-12 06:01:04.031184,PV solder bond failure detected,Cleared,BE11,
2025-01-12 06:17:25.110504,PV interconnect fault detected,Active,BE5,
2025-01-12 06:39:46.102352,PV shading detected,Active,BE9,
2025-01-12 09:54:56.311989,PV solder bond failure detected,Active,BE11,
2025-01-12 10:08:39.097614,Grounding system fault detected,Cleared,BE6,
2025-01-12 10:33:31.849889,Encapsulant fault detected,Cleared,BE16,
2025-01-12 10:42:05.242072,Rack structure fault detected,Active,BE15,
2025-01-12 10:47:58.536503,MCB 1 fault detected,Cleared,BE3,
2025-01-12 11:34:08.291241,PV interconnect fault detected,Cleared,BE5,
2025-01-12 11:42:38.600705,PV cell breakage detected,Active,BE10,
2025-01-12 11:49:04.805207,PV solder bond failure detected,Cleared,BE11,
2025-01-12 11:53:49.035724,PV shading detected,Cleared,BE9,
2025-01-12 12:08:27.891938,PV cell breakage detected,Active,BE10,
2025-01-12 13:28:39.392072,PV solder bond failure detected,Active,BE11,
2025-01-12 14:32:45.762606,PV interconnect fault detected,Active,BE5,
2025-01-12 14:39:46.102352,PV shading detected,Cleared,BE9,
2025-01-12 14:47:11.230799,PV cell breakage detected,Cleared,BE10,
2025-01-12 15:02:22.987863,PV cell breakage detected,Active,BE10,
2025-01-12 16:56:23.674718,PV solder bond failure detected,Active,BE11,
2025-01-12 17:37:34.690609,PV cell breakage detected,Cleared,BE10,
2025-01-12 17:38:44.750354,PV shading detected,Active,BE9,
2025-01-12 19:01:49.192179,MCB 2 fault detected,Active,BE4,
2025-01-12 21:18:31.964409,Grounding system fault detected,Cleared,BE6,
2025-01-12 21:31:30.461839,Encapsulant fault detected,Active,BE16,
2025-01-12 21:57:22.670027,Rack structure fault detected,Cleared,BE15,
2025-01-12 23:31:26.797432,Rack structure fault detected,Active,BE15,
2025-01-12 23:47:01.642853,PV cell breakage detected,Cleared,BE10,
2025-01-13 00:36:40.617337,Grounding system fault detected,Active,BE6,
2025-01-13 00:42:48.141441,PV interconnect fault detected,Active,BE5,
2025-01-13 00:47:47.026291,Rack structure fault detected,Active,BE15,
2025-01-13 01:38:44.750354,PV shading detected,Cleared,BE9,
2025-01-13 01:44:59.263168,Rack structure fault detected,Cleared,BE15,
2025-01-13 01:46:06.999117,Encapsulant fault detected,Cleared,BE16,
2025-01-13 02:02:55.353174,PV cell breakage detected,Active,BE10,
2025-01-13 02:37:45.639243,PV cell breakage detected,Active,BE10,
2025-01-13 02:47:00.286691,PV cell breakage detected,Cleared,BE10,
2025-01-13 03:36:09.165809,PV solder bond failure detected,Cleared,BE11,
2025-01-13 04:04:19.030204,PV cell breakage detected,Cleared,BE10,
2025-01-13 05:01:49.192179,MCB 2 fault detected,Cleared,BE4,
2025-01-13 05:34:55.530145,PV shading detected,Active,BE9,
2025-01-13 06:10:45.205750,Grounding system fault detected,Active,BE6,
2025-01-13 06:17:25.110504,PV interconnect fault detected,Cleared,BE5,
2025-01-13 07:27:21.600890,PV shading detected,Active,BE9,
2025-01-13 07:27:38.417961,PV solder bond failure detected,Active,BE11,
2025-01-13 08:10:31.645802,PV shading detected,Active,BE9,
2025-01-13 08:34:06.022291,Grounding system fault detected,Active,BE6,
2025-01-13 08:43:51.691796,PV interconnect fault detected,Active,BE5,
2025-01-13 11:17:54.878831,PV interconnect fault detected,Active,BE5,
2025-01-13 12:58:41.875626,PV cell breakage detected,Cleared,BE10,
2025-01-13 13:28:45.548585,PV cell breakage detected,Cleared,BE10,
2025-01-13 13:34:55.530145,PV shading detected,Cleared,BE9,
2025-01-13 14:32:45.762606,PV interconnect fault detected,Cleared,BE5,
2025-01-13 15:02:17.968995,PV solder bond failure detected,Cleared,BE11,
2025-01-13 15:24:00.760390,Encapsulant fault detected,Cleared,BE16,
2025-01-13 15:27:21.600890,PV shading detected,Cleared,BE9,
2025-01-13 16:10:31.645802,PV shading detected,Cleared,BE9,
2025-01-13 16:17:35.056071,Rack structure fault detected,Active,BE15,
2025-01-13 16:18:21.809754,Encapsulant fault detected,Cleared,BE16,
2025-01-13 17:12:06.216300,Rack structure fault detected,Active,BE15,
2025-01-13 17:26:05.876823,Rack structure fault detected,Cleared,BE15,
